offline_datapoint_0 1646086072 4,294
offline_datapoint_0 1646086075 5,590
offline_datapoint_0 1646086078 4,060
offline_datapoint_0 1646086081 4,679
offline_datapoint_0 1646086084 4,170
offline_datapoint_0 1646086087 6,009
offline_datapoint_0 1646086090 4,297
offline_datapoint_0 1646086093 4,290
offline_datapoint_0 1646086096 4,550
offline_datapoint_0 1646086099 4,602
offline_datapoint_0 1646086102 3,746
offline_datapoint_0 1646086105 6,114
offline_datapoint_0 1646086108 6,005
offline_datapoint_0 1646086111 4,424
offline_datapoint_0 1646086114 4,298
offline_datapoint_0 1646086117 4,420
offline_datapoint_0 1646086120 14,226
offline_datapoint_0 1646086123 14,462
offline_datapoint_0 1646086126 6,536
offline_datapoint_0 1646086129 4,157
offline_datapoint_0 1646086132 4,823
offline_datapoint_0 1646086135 5,296
offline_datapoint_0 1646086138 6,278
offline_datapoint_0 1646086141 4,324
offline_datapoint_0 1646086144 4,549
offline_datapoint_0 1646086147 4,708
offline_datapoint_0 1646086150 5,088
offline_datapoint_0 1646086153 4,802
offline_datapoint_0 1646086156 4,411
offline_datapoint_0 1646086159 4,169
offline_datapoint_0 1646086162 4,725
offline_datapoint_0 1646086165 4,013
offline_datapoint_0 1646086168 4,323
offline_datapoint_0 1646086171 5,324
offline_datapoint_0 1646086174 4,693
offline_datapoint_0 1646086177 4,408
offline_datapoint_0 1646086180 4,561
offline_datapoint_0 1646086183 4,846
offline_datapoint_0 1646086186 15,761
offline_datapoint_0 1646086189 22,222
offline_datapoint_0 1646086192 19,683
offline_datapoint_0 1646086195 5,858
offline_datapoint_0 1646086198 4,023
offline_datapoint_0 1646086201 6,111
offline_datapoint_0 1646086204 5,628
offline_datapoint_0 1646086207 4,022
offline_datapoint_0 1646086210 5,888
offline_datapoint_0 1646086213 5,598
offline_datapoint_0 1646086216 5,727
offline_datapoint_0 1646086219 4,405
offline_datapoint_0 1646086222 5,857
offline_datapoint_0 1646086225 5,235
offline_datapoint_0 1646086228 4,024
offline_datapoint_0 1646086231 6,016
offline_datapoint_0 1646086234 13,597
offline_datapoint_0 1646086237 5,767
offline_datapoint_0 1646086240 4,673
offline_datapoint_0 1646086243 4,951
offline_datapoint_0 1646086246 4,972
offline_datapoint_0 1646086249 4,154
offline_datapoint_0 1646086252 13,705
offline_datapoint_0 1646086255 15,803
offline_datapoint_0 1646086258 4,724
offline_datapoint_0 1646086261 5,848
offline_datapoint_0 1646086264 3,279
offline_datapoint_0 1646086267 4,560
offline_datapoint_0 1646086270 4,290
offline_datapoint_0 1646086273 3,796
offline_datapoint_0 1646086276 4,552
offline_datapoint_0 1646086279 4,175
offline_datapoint_0 1646086282 5,188
offline_datapoint_0 1646086285 4,192
offline_datapoint_0 1646086288 3,488
offline_datapoint_0 1646086291 4,322
offline_datapoint_0 1646086294 4,453
offline_datapoint_0 1646086297 5,066
offline_datapoint_0 1646086300 4,308
offline_datapoint_0 1646086303 4,540
offline_datapoint_0 1646086306 5,358
offline_datapoint_0 1646086309 4,007
offline_datapoint_0 1646086312 5,756
offline_datapoint_0 1646086315 5,494
offline_datapoint_0 1646086318 14,196
offline_datapoint_0 1646086321 12,966
offline_datapoint_0 1646086324 4,451
offline_datapoint_0 1646086327 4,060
offline_datapoint_0 1646086330 5,044
offline_datapoint_0 1646086333 5,496
offline_datapoint_0 1646086336 4,581
offline_datapoint_0 1646086339 4,419
offline_datapoint_0 1646086342 4,777
offline_datapoint_0 1646086345 4,322
offline_datapoint_0 1646086348 5,889
offline_datapoint_0 1646086351 4,391
offline_datapoint_0 1646086354 6,278
offline_datapoint_0 1646086357 4,847
offline_datapoint_0 1646086360 5,068
offline_datapoint_0 1646086363 4,775
offline_datapoint_0 1646086366 7,193
offline_datapoint_0 1646086369 4,451
offline_datapoint_0 1646086372 4,914
offline_datapoint_0 1646086375 4,841
offline_datapoint_0 1646086378 4,324
offline_datapoint_0 1646086381 5,460
offline_datapoint_0 1646086384 16,598
offline_datapoint_0 1646086387 10,711
offline_datapoint_0 1646086390 5,494
offline_datapoint_0 1646086393 4,654
offline_datapoint_0 1646086396 4,712
offline_datapoint_0 1646086399 5,107
offline_datapoint_0 1646086402 5,198
offline_datapoint_0 1646086405 4,974
offline_datapoint_0 1646086408 5,971
offline_datapoint_0 1646086411 5,210
offline_datapoint_0 1646086414 5,818
offline_datapoint_0 1646086417 4,064
offline_datapoint_0 1646086420 6,795
offline_datapoint_0 1646086423 6,115
offline_datapoint_0 1646086426 4,057
offline_datapoint_0 1646086429 38,296
offline_datapoint_0 1646086432 74,711
offline_datapoint_0 1646086435 33,107
offline_datapoint_0 1646086438 27,903
offline_datapoint_0 1646086441 5,461
offline_datapoint_0 1646086444 4,843
offline_datapoint_0 1646086447 3,669
offline_datapoint_0 1646086450 15,043
offline_datapoint_0 1646086453 15,140
offline_datapoint_0 1646086456 3,374
offline_datapoint_0 1646086459 4,818
offline_datapoint_0 1646086462 3,245
offline_datapoint_0 1646086465 4,451
offline_datapoint_0 1646086468 6,136
offline_datapoint_0 1646086471 5,960
offline_datapoint_0 1646086474 4,547
offline_datapoint_0 1646086477 4,062
offline_datapoint_0 1646086480 4,690
offline_datapoint_0 1646086483 6,501
offline_datapoint_0 1646086486 4,323
offline_datapoint_0 1646086489 4,319
offline_datapoint_0 1646086492 4,911
offline_datapoint_0 1646086495 5,465
offline_datapoint_0 1646086498 5,882
offline_datapoint_0 1646086501 4,688
offline_datapoint_0 1646086504 4,808
offline_datapoint_0 1646086507 4,978
offline_datapoint_0 1646086510 6,801
offline_datapoint_0 1646086513 5,814
offline_datapoint_0 1646086516 12,374
offline_datapoint_0 1646086519 14,501
offline_datapoint_0 1646086522 5,450
offline_datapoint_0 1646086525 5,076
offline_datapoint_0 1646086528 4,566
offline_datapoint_0 1646086531 5,765
offline_datapoint_0 1646086534 8,542
offline_datapoint_0 1646086537 12,901
offline_datapoint_0 1646086540 6,269
offline_datapoint_0 1646086543 4,845
offline_datapoint_0 1646086546 4,788
offline_datapoint_0 1646086549 4,701
offline_datapoint_0 1646086552 6,020
offline_datapoint_0 1646086555 5,180
offline_datapoint_0 1646086558 4,163
offline_datapoint_0 1646086561 5,355
offline_datapoint_0 1646086564 5,234
offline_datapoint_0 1646086567 4,395
offline_datapoint_0 1646086570 5,272
offline_datapoint_0 1646086573 4,935
offline_datapoint_0 1646086576 3,999
offline_datapoint_0 1646086579 4,678
offline_datapoint_0 1646086582 13,964
offline_datapoint_0 1646086585 13,841
offline_datapoint_0 1646086588 5,569
offline_datapoint_0 1646086591 5,093
offline_datapoint_0 1646086594 3,902
offline_datapoint_0 1646086597 5,070
offline_datapoint_0 1646086600 7,815
offline_datapoint_0 1646086603 4,055
offline_datapoint_0 1646086606 4,063
offline_datapoint_0 1646086609 4,524
offline_datapoint_0 1646086612 4,592
offline_datapoint_0 1646086615 4,670
offline_datapoint_0 1646086618 4,420
offline_datapoint_0 1646086621 5,858
offline_datapoint_0 1646086624 4,968
offline_datapoint_0 1646086627 4,973
offline_datapoint_0 1646086630 14,254
offline_datapoint_0 1646086633 6,272
offline_datapoint_0 1646086636 4,831
offline_datapoint_0 1646086639 4,794
offline_datapoint_0 1646086642 3,899
offline_datapoint_0 1646086645 4,972
offline_datapoint_0 1646086648 17,978
offline_datapoint_0 1646086651 10,915
offline_datapoint_0 1646086654 5,871
offline_datapoint_0 1646086657 4,433
offline_datapoint_0 1646086660 4,421
offline_datapoint_0 1646086663 5,208
offline_datapoint_0 1646086666 5,227
offline_datapoint_0 1646086669 10,023
offline_datapoint_0 1646086672 4,979
offline_datapoint_0 1646086675 4,801
offline_datapoint_0 1646086678 4,947
offline_datapoint_0 1646086681 5,694
offline_datapoint_0 1646086684 4,453
offline_datapoint_0 1646086687 5,103
offline_datapoint_0 1646086690 5,590
offline_datapoint_0 1646086693 5,107
offline_datapoint_0 1646086696 4,677
offline_datapoint_0 1646086699 4,814
offline_datapoint_0 1646086702 4,131
offline_datapoint_0 1646086705 3,933
offline_datapoint_0 1646086708 4,712
offline_datapoint_0 1646086711 7,154
offline_datapoint_0 1646086714 15,272
offline_datapoint_0 1646086717 10,529
offline_datapoint_0 1646086720 5,500
offline_datapoint_0 1646086723 7,243
offline_datapoint_0 1646086726 5,077
offline_datapoint_0 1646086729 5,628
offline_datapoint_0 1646086732 4,286
offline_datapoint_0 1646086735 3,669
offline_datapoint_0 1646086738 7,019
offline_datapoint_0 1646086741 4,816
offline_datapoint_0 1646086744 3,503
offline_datapoint_0 1646086747 4,810
offline_datapoint_0 1646086750 4,846
offline_datapoint_0 1646086753 3,764
offline_datapoint_0 1646086756 4,320
offline_datapoint_0 1646086759 6,104
offline_datapoint_0 1646086762 4,692
offline_datapoint_0 1646086765 3,760
offline_datapoint_0 1646086768 4,816
offline_datapoint_0 1646086771 6,148
offline_datapoint_0 1646086774 4,289
offline_datapoint_0 1646086777 8,619
offline_datapoint_0 1646086780 16,624
offline_datapoint_0 1646086783 11,466
offline_datapoint_0 1646086786 4,529
offline_datapoint_0 1646086789 5,727
offline_datapoint_0 1646086792 4,845
offline_datapoint_0 1646086795 5,070
offline_datapoint_0 1646086798 5,368
offline_datapoint_0 1646086801 5,675
offline_datapoint_0 1646086804 5,640
offline_datapoint_0 1646086807 4,675
offline_datapoint_0 1646086810 5,594
offline_datapoint_0 1646086813 4,062
offline_datapoint_0 1646086816 4,941
offline_datapoint_0 1646086819 5,094
offline_datapoint_0 1646086822 6,476
offline_datapoint_0 1646086825 4,727
offline_datapoint_0 1646086828 3,876
offline_datapoint_0 1646086831 6,017
offline_datapoint_0 1646086834 5,306
offline_datapoint_0 1646086837 4,579
offline_datapoint_0 1646086840 4,582
offline_datapoint_0 1646086843 3,897
offline_datapoint_0 1646086846 15,838
offline_datapoint_0 1646086849 12,773
offline_datapoint_0 1646086852 4,061
offline_datapoint_0 1646086855 4,521
offline_datapoint_0 1646086858 5,757
offline_datapoint_0 1646086861 4,974
offline_datapoint_0 1646086864 2,593
offline_datapoint_0 1646086867 5,475
offline_datapoint_0 1646086870 4,923
offline_datapoint_0 1646086873 4,585
offline_datapoint_0 1646086876 4,006
offline_datapoint_0 1646086879 5,755
offline_datapoint_0 1646086882 6,276
offline_datapoint_0 1646086885 3,768
offline_datapoint_0 1646086888 4,909
offline_datapoint_0 1646086891 5,754
offline_datapoint_0 1646086894 6,279
offline_datapoint_0 1646086897 4,264
offline_datapoint_0 1646086900 4,978
offline_datapoint_0 1646086903 6,238
offline_datapoint_0 1646086906 4,323
offline_datapoint_0 1646086909 6,200
offline_datapoint_0 1646086912 17,623
offline_datapoint_0 1646086915 10,315
offline_datapoint_0 1646086918 5,043
offline_datapoint_0 1646086921 6,278
offline_datapoint_0 1646086924 5,236
offline_datapoint_0 1646086927 4,285
offline_datapoint_0 1646086930 5,011
offline_datapoint_0 1646086933 6,937
offline_datapoint_0 1646086936 6,405
offline_datapoint_0 1646086939 11,006
offline_datapoint_0 1646086942 4,583
offline_datapoint_0 1646086945 4,320
offline_datapoint_0 1646086948 4,164
offline_datapoint_0 1646086951 6,595
offline_datapoint_0 1646086954 4,582
offline_datapoint_0 1646086957 4,708
offline_datapoint_0 1646086960 4,655
offline_datapoint_0 1646086963 4,452
offline_datapoint_0 1646086966 4,712
offline_datapoint_0 1646086969 5,321
offline_datapoint_0 1646086972 5,178
offline_datapoint_0 1646086975 7,182
offline_datapoint_0 1646086978 16,712
offline_datapoint_0 1646086981 9,375
offline_datapoint_0 1646086984 3,774
offline_datapoint_0 1646086987 4,424
offline_datapoint_0 1646086990 5,754
offline_datapoint_0 1646086993 5,429
offline_datapoint_0 1646086996 4,714
offline_datapoint_0 1646086999 5,495
offline_datapoint_0 1646087002 3,374
offline_datapoint_0 1646087005 4,170
offline_datapoint_0 1646087008 5,200
offline_datapoint_0 1646087011 6,002
offline_datapoint_0 1646087014 4,790
offline_datapoint_0 1646087017 5,237
offline_datapoint_0 1646087020 6,016
offline_datapoint_0 1646087023 4,680
offline_datapoint_0 1646087026 5,077
offline_datapoint_0 1646087029 13,022
offline_datapoint_0 1646087032 35,338
offline_datapoint_0 1646087035 30,378
offline_datapoint_0 1646087038 30,782
offline_datapoint_0 1646087041 19,155
offline_datapoint_0 1646087044 14,107
offline_datapoint_0 1646087047 8,312
offline_datapoint_0 1646087050 3,897
offline_datapoint_0 1646087053 4,310
offline_datapoint_0 1646087056 4,660
offline_datapoint_0 1646087059 5,106
offline_datapoint_0 1646087062 5,331
offline_datapoint_0 1646087065 3,277
offline_datapoint_0 1646087068 5,983
offline_datapoint_0 1646087071 5,328
offline_datapoint_0 1646087074 4,976
offline_datapoint_0 1646087077 5,039
offline_datapoint_0 1646087080 5,233
offline_datapoint_0 1646087083 4,424
offline_datapoint_0 1646087086 6,271
offline_datapoint_0 1646087089 6,151
offline_datapoint_0 1646087092 4,389
offline_datapoint_0 1646087095 4,977
offline_datapoint_0 1646087098 4,522
offline_datapoint_0 1646087101 5,359
offline_datapoint_0 1646087104 5,595
offline_datapoint_0 1646087107 8,357
offline_datapoint_0 1646087110 14,488
offline_datapoint_0 1646087113 9,199
offline_datapoint_0 1646087116 5,354
offline_datapoint_0 1646087119 5,336
offline_datapoint_0 1646087122 3,909
offline_datapoint_0 1646087125 4,162
offline_datapoint_0 1646087128 5,230
offline_datapoint_0 1646087131 5,756
offline_datapoint_0 1646087134 5,177
offline_datapoint_0 1646087137 5,863
offline_datapoint_0 1646087140 6,650
offline_datapoint_0 1646087143 5,731
offline_datapoint_0 1646087146 4,414
offline_datapoint_0 1646087149 5,103
offline_datapoint_0 1646087152 5,884
offline_datapoint_0 1646087155 5,182
offline_datapoint_0 1646087158 5,077
offline_datapoint_0 1646087161 4,303
offline_datapoint_0 1646087164 5,857
offline_datapoint_0 1646087167 5,067
offline_datapoint_0 1646087170 5,884
offline_datapoint_0 1646087173 10,579
offline_datapoint_0 1646087176 13,476
offline_datapoint_0 1646087179 9,671
offline_datapoint_0 1646087182 4,276
offline_datapoint_0 1646087185 4,950
offline_datapoint_0 1646087188 5,202
offline_datapoint_0 1646087191 5,101
offline_datapoint_0 1646087194 4,946
offline_datapoint_0 1646087197 4,553
offline_datapoint_0 1646087200 4,584
offline_datapoint_0 1646087203 3,754
offline_datapoint_0 1646087206 4,561
offline_datapoint_0 1646087209 5,334
offline_datapoint_0 1646087212 6,275
offline_datapoint_0 1646087215 3,900
offline_datapoint_0 1646087218 4,684
offline_datapoint_0 1646087221 4,712
offline_datapoint_0 1646087224 6,108
offline_datapoint_0 1646087227 5,558
offline_datapoint_0 1646087230 6,413
offline_datapoint_0 1646087233 3,670
offline_datapoint_0 1646087236 4,815
offline_datapoint_0 1646087239 7,054
offline_datapoint_0 1646087242 14,955
offline_datapoint_0 1646087245 13,266
offline_datapoint_0 1646087248 4,143
offline_datapoint_0 1646087251 4,707
offline_datapoint_0 1646087254 4,452
offline_datapoint_0 1646087257 4,286
offline_datapoint_0 1646087260 6,279
offline_datapoint_0 1646087263 5,208
offline_datapoint_0 1646087266 4,278
offline_datapoint_0 1646087269 4,291
offline_datapoint_0 1646087272 4,300
offline_datapoint_0 1646087275 5,362
offline_datapoint_0 1646087278 4,813
offline_datapoint_0 1646087281 4,448
offline_datapoint_0 1646087284 5,084
offline_datapoint_0 1646087287 4,898
offline_datapoint_0 1646087290 4,689
offline_datapoint_0 1646087293 5,460
offline_datapoint_0 1646087296 4,584
offline_datapoint_0 1646087299 5,853
offline_datapoint_0 1646087302 7,848
offline_datapoint_0 1646087305 10,622
offline_datapoint_0 1646087308 18,390
offline_datapoint_0 1646087311 13,551
offline_datapoint_0 1646087314 4,172
offline_datapoint_0 1646087317 5,755
offline_datapoint_0 1646087320 4,806
offline_datapoint_0 1646087323 4,053
offline_datapoint_0 1646087326 5,563
offline_datapoint_0 1646087329 5,235
offline_datapoint_0 1646087332 3,898
offline_datapoint_0 1646087335 4,689
offline_datapoint_0 1646087338 4,584
offline_datapoint_0 1646087341 4,546
offline_datapoint_0 1646087344 4,059
offline_datapoint_0 1646087347 5,301
offline_datapoint_0 1646087350 6,405
offline_datapoint_0 1646087353 4,685
offline_datapoint_0 1646087356 5,080
offline_datapoint_0 1646087359 5,748
offline_datapoint_0 1646087362 4,683
offline_datapoint_0 1646087365 5,627
offline_datapoint_0 1646087368 4,510
offline_datapoint_0 1646087371 9,536
offline_datapoint_0 1646087374 16,674
offline_datapoint_0 1646087377 6,801
offline_datapoint_0 1646087380 5,469
offline_datapoint_0 1646087383 4,415
offline_datapoint_0 1646087386 6,022
offline_datapoint_0 1646087389 4,022
offline_datapoint_0 1646087392 5,592
offline_datapoint_0 1646087395 5,851
offline_datapoint_0 1646087398 4,196
offline_datapoint_0 1646087401 4,523
offline_datapoint_0 1646087404 7,187
offline_datapoint_0 1646087407 4,450
offline_datapoint_0 1646087410 3,620
offline_datapoint_0 1646087413 6,647
offline_datapoint_0 1646087416 4,807
offline_datapoint_0 1646087419 4,194
offline_datapoint_0 1646087422 4,785
offline_datapoint_0 1646087425 6,798
offline_datapoint_0 1646087428 4,861
offline_datapoint_0 1646087431 3,751
offline_datapoint_0 1646087434 5,426
offline_datapoint_0 1646087437 14,225
offline_datapoint_0 1646087440 15,667
offline_datapoint_0 1646087443 6,724
offline_datapoint_0 1646087446 4,587
offline_datapoint_0 1646087449 3,787
offline_datapoint_0 1646087452 4,023
offline_datapoint_0 1646087455 5,831
offline_datapoint_0 1646087458 6,018
offline_datapoint_0 1646087461 4,062
offline_datapoint_0 1646087464 4,926
offline_datapoint_0 1646087467 4,308
offline_datapoint_0 1646087470 4,577
offline_datapoint_0 1646087473 3,903
offline_datapoint_0 1646087476 4,389
offline_datapoint_0 1646087479 5,493
offline_datapoint_0 1646087482 4,192
offline_datapoint_0 1646087485 6,081
offline_datapoint_0 1646087488 4,713
offline_datapoint_0 1646087491 4,185
offline_datapoint_0 1646087494 4,133
offline_datapoint_0 1646087497 6,498
offline_datapoint_0 1646087500 5,238
offline_datapoint_0 1646087503 11,488
offline_datapoint_0 1646087506 15,419
offline_datapoint_0 1646087509 4,975
offline_datapoint_0 1646087512 5,759
offline_datapoint_0 1646087515 5,461
offline_datapoint_0 1646087518 5,686
offline_datapoint_0 1646087521 4,064
offline_datapoint_0 1646087524 4,714
offline_datapoint_0 1646087527 4,153
offline_datapoint_0 1646087530 4,818
offline_datapoint_0 1646087533 6,542
offline_datapoint_0 1646087536 4,546
offline_datapoint_0 1646087539 3,867
offline_datapoint_0 1646087542 4,451
offline_datapoint_0 1646087545 5,365
offline_datapoint_0 1646087548 4,418
offline_datapoint_0 1646087551 4,054
offline_datapoint_0 1646087554 5,176
offline_datapoint_0 1646087557 5,376
offline_datapoint_0 1646087560 4,394
offline_datapoint_0 1646087563 4,315
offline_datapoint_0 1646087566 5,496
offline_datapoint_0 1646087569 14,193
offline_datapoint_0 1646087572 14,286
offline_datapoint_0 1646087575 4,802
offline_datapoint_0 1646087578 3,942
offline_datapoint_0 1646087581 3,999
offline_datapoint_0 1646087584 6,149
offline_datapoint_0 1646087587 4,679
offline_datapoint_0 1646087590 3,535
offline_datapoint_0 1646087593 5,079
offline_datapoint_0 1646087596 5,337
offline_datapoint_0 1646087599 6,011
offline_datapoint_0 1646087602 3,871
offline_datapoint_0 1646087605 4,711
offline_datapoint_0 1646087608 5,071
offline_datapoint_0 1646087611 3,665
offline_datapoint_0 1646087614 6,115
offline_datapoint_0 1646087617 6,621
offline_datapoint_0 1646087620 6,146
offline_datapoint_0 1646087623 8,819
offline_datapoint_0 1646087626 4,193
offline_datapoint_0 1646087629 4,030
offline_datapoint_0 1646087632 22,565
offline_datapoint_0 1646087635 41,515
offline_datapoint_0 1646087638 38,577
offline_datapoint_0 1646087641 31,321
offline_datapoint_0 1646087644 7,933
offline_datapoint_0 1646087647 4,582
offline_datapoint_0 1646087650 4,421
offline_datapoint_0 1646087653 5,100
offline_datapoint_0 1646087656 3,931
offline_datapoint_0 1646087659 4,773
offline_datapoint_0 1646087662 4,160
offline_datapoint_0 1646087665 5,890
offline_datapoint_0 1646087668 6,890
offline_datapoint_0 1646087671 5,329
offline_datapoint_0 1646087674 4,975
offline_datapoint_0 1646087677 5,104
offline_datapoint_0 1646087680 4,773
offline_datapoint_0 1646087683 4,030
offline_datapoint_0 1646087686 4,454
offline_datapoint_0 1646087689 5,595
offline_datapoint_0 1646087692 5,863
offline_datapoint_0 1646087695 4,845
offline_datapoint_0 1646087698 4,049
offline_datapoint_0 1646087701 12,428
offline_datapoint_0 1646087704 13,427
offline_datapoint_0 1646087707 5,370
