374 1646085503 1,000000 -1,000000 -101,000000 0,000000 0,000000
374 1646085504 1,000000 -1,000000 -101,000000 0,000000 0,000000
374 1646085505 1,000000 -1,000000 -101,000000 0,000000 0,000000
374 1646085506 1,000000 -1,000000 -101,000000 0,000000 0,000000
374 1646085507 1,000000 -1,000000 -101,000000 0,000000 0,000000
374 1646085508 0,800000 -1,000000 -101,000000 0,000000 0,000000
374 1646085509 0,800000 -1,000000 -101,000000 0,000000 0,000000
374 1646085510 0,800000 -1,000000 -101,000000 0,000000 0,000000
374 1646085511 0,800000 -1,000000 -101,000000 0,000000 0,000000
374 1646085512 0,800000 -1,000000 -101,000000 0,000000 0,000000
374 1646085513 0,600000 -1,000000 -101,000000 0,000000 0,000000
374 1646085514 0,600000 -1,000000 -101,000000 0,000000 0,000000
374 1646085515 0,600000 -1,000000 -101,000000 0,000000 0,000000
374 1646085516 0,600000 -1,000000 -101,000000 0,000000 0,000000
374 1646085517 0,600000 -1,000000 -101,000000 0,000000 0,000000
374 1646085518 0,200000 -1,000000 -101,000000 0,000000 0,000000
374 1646085519 0,200000 -1,000000 -101,000000 0,000000 0,000000
374 1646085520 0,200000 -1,000000 -101,000000 0,000000 0,000000
374 1646085521 0,200000 -1,000000 -101,000000 0,000000 0,000000
374 1646085522 0,200000 -1,000000 -101,000000 0,000000 0,000000
374 1646085523 0,400000 -1,000000 -101,000000 0,000000 0,000000
374 1646085524 0,400000 -1,000000 -101,000000 0,000000 0,000000
374 1646085525 0,400000 -1,000000 -101,000000 0,000000 0,000000
374 1646085526 0,400000 -1,000000 -101,000000 0,000000 0,000000
374 1646085527 0,400000 -1,000000 -101,000000 0,000000 0,000000
374 1646085528 0,200000 -1,000000 -101,000000 0,000000 0,000000
374 1646085529 0,200000 -1,000000 -101,000000 0,000000 0,000000
374 1646085530 0,200000 -1,000000 -101,000000 0,000000 0,000000
374 1646085531 0,200000 -1,000000 -101,000000 0,000000 0,000000
374 1646085532 0,200000 -1,000000 -101,000000 0,000000 0,000000
374 1646085533 0,600000 -1,000000 -101,000000 0,000000 0,000000
374 1646085534 0,600000 -1,000000 -101,000000 0,000000 0,000000
374 1646085535 0,600000 -1,000000 -101,000000 0,000000 0,000000
374 1646085536 0,600000 -1,000000 -101,000000 0,000000 0,000000
374 1646085537 0,600000 -1,000000 -101,000000 0,000000 0,000000
374 1646085538 0,800000 -1,000000 -101,000000 0,000000 0,000000
374 1646085539 0,800000 -1,000000 -101,000000 0,000000 0,000000
374 1646085540 0,800000 -1,000000 -101,000000 0,000000 0,000000
374 1646085541 0,800000 -1,000000 -101,000000 0,000000 0,000000
374 1646085542 0,800000 -1,000000 -101,000000 0,000000 0,000000
374 1646085543 0,200000 -1,000000 -101,000000 0,000000 0,000000
374 1646085544 0,200000 -1,000000 -101,000000 0,000000 0,000000
