429 1646086728 0,800000 -1,000000 -101,000000 0,000000 0,000000
429 1646086729 0,800000 -1,000000 -101,000000 0,000000 0,000000
429 1646086730 0,800000 -1,000000 -101,000000 0,000000 0,000000
429 1646086731 0,800000 -1,000000 -101,000000 0,000000 0,000000
429 1646086732 0,800000 -1,000000 -101,000000 0,000000 0,000000
436 1646086922 0,200000 -1,000000 0,200000 0,200000 0,016000
436 1646086921 0,200000 -1,000000 0,200000 0,200000 0,016000
436 1646086920 0,200000 -1,000000 0,200000 0,200000 0,016000
436 1646086919 0,200000 -1,000000 0,200000 0,200000 0,016000
436 1646086918 0,200000 -1,000000 0,200000 0,200000 0,016000
432 1646086732 0,800000 -1,000000 0,800000 0,800000 0,256000
432 1646086731 0,800000 -1,000000 0,800000 0,800000 0,256000
432 1646086730 0,800000 -1,000000 0,800000 0,800000 0,256000
432 1646086729 0,800000 -1,000000 0,800000 0,800000 0,256000
432 1646086728 0,800000 -1,000000 0,800000 0,800000 0,256000
429 1646086922 0,200000 -1,000000 0,200000 0,200000 0,016000
429 1646086921 0,200000 -1,000000 0,200000 0,200000 0,016000
429 1646086920 0,200000 -1,000000 0,200000 0,200000 0,016000
429 1646086919 0,200000 -1,000000 0,200000 0,200000 0,016000
429 1646086918 0,200000 -1,000000 0,200000 0,200000 0,016000
429 1646086918 0,200000 -1,000000 -101,000000 0,000000 0,000000
429 1646086919 0,200000 -1,000000 -101,000000 0,000000 0,000000
429 1646086920 0,200000 -1,000000 -101,000000 0,000000 0,000000
429 1646086921 0,200000 -1,000000 -101,000000 0,000000 0,000000
429 1646086922 0,200000 -1,000000 -101,000000 0,000000 0,000000
432 1646086728 0,800000 -1,000000 -101,000000 0,000000 0,000000
432 1646086729 0,800000 -1,000000 -101,000000 0,000000 0,000000
432 1646086730 0,800000 -1,000000 -101,000000 0,000000 0,000000
432 1646086731 0,800000 -1,000000 -101,000000 0,000000 0,000000
432 1646086732 0,800000 -1,000000 -101,000000 0,000000 0,000000
429 1646088653 0,600000 -1,000000 -101,000000 0,000000 0,000000
429 1646088654 0,600000 -1,000000 -101,000000 0,000000 0,000000
429 1646088655 0,600000 -1,000000 -101,000000 0,000000 0,000000
429 1646088656 0,600000 -1,000000 -101,000000 0,000000 0,000000
429 1646088657 0,600000 -1,000000 -101,000000 0,000000 0,000000
444 1646088653 0,200000 -1,000000 -101,000000 0,000000 0,000000
444 1646088654 0,200000 -1,000000 -101,000000 0,000000 0,000000
444 1646088655 0,200000 -1,000000 -101,000000 0,000000 0,000000
444 1646088656 0,200000 -1,000000 -101,000000 0,000000 0,000000
444 1646088657 0,200000 -1,000000 -101,000000 0,000000 0,000000
444 1646089047 0,200000 -1,000000 0,200000 0,200000 0,008000
444 1646089046 0,200000 -1,000000 0,200000 0,200000 0,008000
444 1646089045 0,200000 -1,000000 0,200000 0,200000 0,008000
444 1646089044 0,200000 -1,000000 0,200000 0,200000 0,008000
444 1646089043 0,200000 -1,000000 0,200000 0,200000 0,008000
446 1646088657 0,200000 -1,000000 0,200000 0,200000 0,008000
446 1646088656 0,200000 -1,000000 0,200000 0,200000 0,008000
446 1646088655 0,200000 -1,000000 0,200000 0,200000 0,008000
446 1646088654 0,200000 -1,000000 0,200000 0,200000 0,008000
446 1646088653 0,200000 -1,000000 0,200000 0,200000 0,008000
