417 1646085523 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085524 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085525 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085526 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085527 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085533 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085534 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085535 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085536 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085537 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085568 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085569 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085570 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085571 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085572 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085593 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085594 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085595 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085596 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085597 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085618 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085619 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085620 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085621 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085622 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085633 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085634 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085635 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085636 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085637 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085648 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085649 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085650 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085651 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085652 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085668 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085669 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085670 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085671 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085672 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085688 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085689 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085690 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085691 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085692 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085713 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085714 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085715 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085716 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085717 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085733 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085734 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085735 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085736 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085737 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085758 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085759 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085760 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085761 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085762 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085818 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085819 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085820 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085821 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085822 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085828 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085829 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085830 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085831 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085832 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085863 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085864 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085865 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085866 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085867 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085913 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085914 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085915 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085916 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085917 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085918 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085919 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085920 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085921 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085922 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085928 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085929 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085930 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085931 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085932 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085938 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085939 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085940 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085941 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085942 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085943 0,400000 -1,000000 -101,000000 0,000000 0,000000
417 1646085944 0,400000 -1,000000 -101,000000 0,000000 0,000000
417 1646085945 0,400000 -1,000000 -101,000000 0,000000 0,000000
417 1646085946 0,400000 -1,000000 -101,000000 0,000000 0,000000
417 1646085947 0,400000 -1,000000 -101,000000 0,000000 0,000000
417 1646085993 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085994 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085995 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085996 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646085997 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646086013 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646086014 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646086015 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646086016 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646086017 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646086018 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646086019 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646086020 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646086021 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646086022 0,200000 -1,000000 -101,000000 0,000000 0,000000
417 1646086092 0,200000 -1,000000 0,200000 0,200000 0,008000
417 1646086091 0,200000 -1,000000 0,200000 0,200000 0,008000
417 1646086090 0,200000 -1,000000 0,200000 0,200000 0,008000
417 1646086089 0,200000 -1,000000 0,200000 0,200000 0,008000
417 1646086088 0,200000 -1,000000 0,200000 0,200000 0,008000
417 1646086087 0,200000 -1,000000 0,200000 0,200000 0,008000
417 1646086086 0,200000 -1,000000 0,200000 0,200000 0,008000
417 1646086085 0,200000 -1,000000 0,200000 0,200000 0,008000
417 1646086084 0,200000 -1,000000 0,200000 0,200000 0,008000
