386 1646085508 468114,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085509 468114,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085510 468114,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085511 468114,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085512 468114,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085513 132073,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085514 132073,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085515 132073,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085516 132073,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085517 132073,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085518 185024,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085519 185024,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085520 185024,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085521 185024,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085522 185024,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085523 180746,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085524 180746,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085525 180746,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085526 180746,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085527 180746,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085528 54757,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085529 54757,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085530 54757,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085531 54757,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085532 54757,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085533 13001,800000 -1,000000 -101,000000 0,000000 0,000000
386 1646085534 13001,800000 -1,000000 -101,000000 0,000000 0,000000
386 1646085535 13001,800000 -1,000000 -101,000000 0,000000 0,000000
386 1646085536 13001,800000 -1,000000 -101,000000 0,000000 0,000000
386 1646085537 13001,800000 -1,000000 -101,000000 0,000000 0,000000
386 1646085538 174177,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085539 174177,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085540 174177,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085541 174177,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085542 174177,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085543 181112,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085544 181112,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085545 181112,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085546 181112,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085547 181112,400000 -1,000000 -101,000000 0,000000 0,000000
386 1646085548 8605,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085549 8605,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085550 8605,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085551 8605,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085552 8605,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085558 176642,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085559 176642,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085560 176642,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085561 176642,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085562 176642,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085563 167209,800000 -1,000000 -101,000000 0,000000 0,000000
386 1646085564 167209,800000 -1,000000 -101,000000 0,000000 0,000000
386 1646085565 167209,800000 -1,000000 -101,000000 0,000000 0,000000
386 1646085566 167209,800000 -1,000000 -101,000000 0,000000 0,000000
386 1646085567 167209,800000 -1,000000 -101,000000 0,000000 0,000000
386 1646085568 178728,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085569 178728,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085570 178728,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085571 178728,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085572 178728,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085573 182537,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085574 182537,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085575 182537,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085576 182537,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085577 182537,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085578 10238,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085579 10238,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085580 10238,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085581 10238,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085582 10238,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085583 157165,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085584 157165,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085585 157165,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085586 157165,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085587 157165,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085593 177186,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085594 177186,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085595 177186,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085596 177186,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085597 177186,200000 -1,000000 -101,000000 0,000000 0,000000
386 1646085598 183834,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085599 183834,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085600 183834,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085601 183834,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085602 183834,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085603 230049,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085604 230049,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085605 230049,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085606 230049,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085607 230049,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085608 139998,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085609 139998,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085610 139998,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085611 139998,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085612 139998,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085613 82603,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085614 82603,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085615 82603,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085616 82603,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085617 82603,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085618 170214,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085619 170214,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085620 170214,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085621 170214,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085622 170214,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085628 118960,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085629 118960,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085630 118960,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085631 118960,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085632 118960,600000 -1,000000 -101,000000 0,000000 0,000000
386 1646085633 72392,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085634 72392,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085635 72392,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085636 72392,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085637 72392,000000 -1,000000 -101,000000 0,000000 0,000000
386 1646085638 12931,600000 -1,000000 -101,000000 0,000000 0,000000
