384 1646085508 4,200000 -1,000000 -101,000000 0,000000 0,000000
384 1646085509 4,200000 -1,000000 -101,000000 0,000000 0,000000
384 1646085510 4,200000 -1,000000 -101,000000 0,000000 0,000000
384 1646085511 4,200000 -1,000000 -101,000000 0,000000 0,000000
384 1646085512 4,200000 -1,000000 -101,000000 0,000000 0,000000
384 1646085513 1,600000 -1,000000 -101,000000 0,000000 0,000000
384 1646085514 1,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085513 2,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085514 2,600000 -1,000000 -101,000000 0,000000 0,000000
384 1646085515 1,600000 -1,000000 -101,000000 0,000000 0,000000
384 1646085516 1,600000 -1,000000 -101,000000 0,000000 0,000000
384 1646085517 1,600000 -1,000000 -101,000000 0,000000 0,000000
384 1646085518 1,000000 -1,000000 -101,000000 0,000000 0,000000
384 1646085519 1,000000 -1,000000 -101,000000 0,000000 0,000000
384 1646085520 1,000000 -1,000000 -101,000000 0,000000 0,000000
384 1646085521 1,000000 -1,000000 -101,000000 0,000000 0,000000
384 1646085522 1,000000 -1,000000 -101,000000 0,000000 0,000000
384 1646085523 0,400000 -1,000000 -101,000000 0,000000 0,000000
384 1646085524 0,400000 -1,000000 -101,000000 0,000000 0,000000
403 1646085515 2,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085516 2,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085517 2,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085518 2,000000 -1,000000 -101,000000 0,000000 0,000000
403 1646085519 2,000000 -1,000000 -101,000000 0,000000 0,000000
403 1646085520 2,000000 -1,000000 -101,000000 0,000000 0,000000
403 1646085521 2,000000 -1,000000 -101,000000 0,000000 0,000000
403 1646085522 2,000000 -1,000000 -101,000000 0,000000 0,000000
403 1646085528 0,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085529 0,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085530 0,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085531 0,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085532 0,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085533 0,200000 -1,000000 -101,000000 0,000000 0,000000
403 1646085534 0,200000 -1,000000 -101,000000 0,000000 0,000000
384 1646085525 0,400000 -1,000000 -101,000000 0,000000 0,000000
384 1646085526 0,400000 -1,000000 -101,000000 0,000000 0,000000
384 1646085527 0,400000 -1,000000 -101,000000 0,000000 0,000000
384 1646085528 0,400000 -1,000000 -101,000000 0,000000 0,000000
384 1646085529 0,400000 -1,000000 -101,000000 0,000000 0,000000
384 1646085530 0,400000 -1,000000 -101,000000 0,000000 0,000000
384 1646085531 0,400000 -1,000000 -101,000000 0,000000 0,000000
384 1646085532 0,400000 -1,000000 -101,000000 0,000000 0,000000
384 1646085533 0,200000 -1,000000 -101,000000 0,000000 0,000000
384 1646085534 0,200000 -1,000000 -101,000000 0,000000 0,000000
384 1646085535 0,200000 -1,000000 -101,000000 0,000000 0,000000
384 1646085536 0,200000 -1,000000 -101,000000 0,000000 0,000000
384 1646085537 0,200000 -1,000000 -101,000000 0,000000 0,000000
384 1646085538 1,600000 -1,000000 -101,000000 0,000000 0,000000
384 1646085539 1,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085535 0,200000 -1,000000 -101,000000 0,000000 0,000000
403 1646085536 0,200000 -1,000000 -101,000000 0,000000 0,000000
403 1646085537 0,200000 -1,000000 -101,000000 0,000000 0,000000
403 1646085538 0,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085539 0,600000 -1,000000 -101,000000 0,000000 0,000000
384 1646085540 1,600000 -1,000000 -101,000000 0,000000 0,000000
384 1646085541 1,600000 -1,000000 -101,000000 0,000000 0,000000
384 1646085542 1,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085540 0,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085541 0,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085542 0,600000 -1,000000 -101,000000 0,000000 0,000000
403 1646085543 0,800000 -1,000000 -101,000000 0,000000 0,000000
403 1646085544 0,800000 -1,000000 -101,000000 0,000000 0,000000
403 1646085545 0,800000 -1,000000 -101,000000 0,000000 0,000000
403 1646085546 0,800000 -1,000000 -101,000000 0,000000 0,000000
403 1646085547 0,800000 -1,000000 -101,000000 0,000000 0,000000
403 1646085548 0,200000 -1,000000 -101,000000 0,000000 0,000000
403 1646085549 0,200000 -1,000000 -101,000000 0,000000 0,000000
384 1646085553 0,200000 -1,000000 -101,000000 0,000000 0,000000
